"","Gene_Symbol","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30"
"21560","ENSG00000041802",1236,1855,1111,350,271,767,129,327,592,1822,1190,846,1,139,38,0,2,750,1479,1120,125,778,2030,1854,909,1125,1160,900,762,2037
"21561","ENSG00000175324",478,492,314,346,230,327,54,1,414,881,239,621,19,0,23,21,238,619,443,922,123,222,577,589,670,283,388,396,306,703
"21562","ENSG00000181817",1211,1304,2415,2563,1582,923,546,14,1768,2195,1280,2274,32,144,27,654,197,2943,668,1432,132,2568,967,1184,3959,1901,2345,1230,1097,2474
"21563","ENSG00000155858",135,101,6,132,42,1,4,3,23,79,41,30,3,32,1,9,2,137,77,79,0,170,123,114,22,45,72,83,31,98
"21564","ENSG00000161654",156,212,103,19,11,88,33,1,115,309,104,153,0,0,4,0,0,112,99,100,0,13,167,242,174,172,184,129,64,372
"21566","ENSG00000257103",3456,3302,925,230,190,596,181,55,1009,2822,1555,917,94,52,79,86,3,1394,2520,3294,106,1169,3137,3836,2159,1859,2431,2035,988,1951
"21567","ENSG00000149657",1209,1117,931,66,179,513,176,80,706,1839,925,782,37,87,83,1,87,1295,929,1696,0,430,1213,1296,414,804,1377,851,898,952
"21568","ENSG00000204392",408,424,377,461,357,137,134,13,266,767,263,372,0,3,31,106,959,984,283,545,176,493,366,303,232,343,450,413,519,919
"21569","ENSG00000170860",386,383,91,402,136,103,62,1,277,367,101,256,0,21,6,297,70,119,360,560,1,278,362,369,548,170,215,191,261,443
"21574","ENSG00000130520",671,597,631,470,595,596,126,92,567,900,947,1128,311,81,250,385,626,1355,870,1626,64,391,965,455,488,585,800,650,524,1409
"21575","ENSG00000106355",239,169,27,68,85,19,22,3,86,134,63,161,1,0,0,1,13,101,122,331,7,129,176,112,76,62,88,113,88,128
"21576","ENSG00000164167",252,250,355,201,96,82,51,1,232,358,221,220,0,0,1,0,6,420,234,561,0,248,243,349,252,141,151,179,185,317
"21578","ENSG00000130332",1163,1232,605,296,466,873,166,2,538,1074,698,1199,4,3,71,140,797,1256,778,1016,0,339,819,473,591,647,964,679,648,1905
"21580","ENSG00000181016",310,734,262,11,21,309,8,0,169,609,141,194,4,46,19,0,0,78,168,447,0,1,293,1315,290,559,734,334,200,193
"21581","ENSG00000179564",27,20,2,0,8,10,11,235,15,35,5,18,0,0,5,0,0,13,11,14,0,0,6,20,4,40,26,13,16,19
"21582","ENSG00000130592",24935,30820,48990,42484,39680,13795,11953,1553,43293,56424,30769,101637,849,3428,4291,9387,2119,64425,18250,51052,3387,89753,30503,51338,43786,56776,64529,37773,44106,56447
"21583","ENSG00000240665",0,1,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,1,1,9,0,0,4,0,0,0,0,0,2,3
"21585","ENSG00000105699",443,399,598,117,231,643,82,2,156,400,673,305,27,14,20,38,0,1177,483,548,101,327,473,218,108,568,788,341,1120,1149
"21586","ENSG00000160285",1393,1580,1346,122,92,952,219,358,947,1215,1634,839,144,196,134,0,1,1671,1276,906,40,986,1637,810,248,1522,1551,989,1046,907
"21587","ENSG00000204482",6672,6457,3868,14459,10742,1523,1586,427,6482,7737,1729,14621,139,1081,561,9043,1678,4481,5018,14295,588,15914,7072,12121,19352,8927,10373,7961,11138,13460
"21589","ENSG00000226979",858,712,278,701,631,741,93,24,316,659,508,740,7,168,30,146,0,1298,471,280,0,149,609,249,136,595,845,858,553,512
"21590","ENSG00000111144",4464,2442,2214,957,457,960,637,5,1336,5360,1212,1448,0,115,33,248,112,2067,2791,8655,248,1466,4034,5855,3929,1423,2406,1784,1400,1880
"21591","ENSG00000227507",4883,5728,6235,8812,9342,7530,2305,499,5519,7117,13019,15760,177,630,628,6618,5191,21123,6882,11008,1914,9472,4914,4241,3410,8606,7619,7400,8519,3753
"21592","ENSG00000213903",1400,1420,839,694,628,634,364,63,972,1676,1020,1270,39,65,56,247,5,999,1079,1839,0,1436,1154,2134,910,1316,1769,1142,1092,1599
"21593","ENSG00000213906",176,142,29,0,15,27,16,78,120,29,149,70,4,78,48,69,492,178,239,205,0,1,180,119,22,123,121,108,143,127
"21594","ENSG00000049323",97,133,158,3,28,235,19,4,86,180,115,129,149,10,22,0,0,209,177,276,242,216,96,516,107,108,310,247,93,210
"21595","ENSG00000119681",202,184,66,145,75,202,45,17,72,185,95,108,4,1,21,0,0,194,91,209,0,409,141,201,49,346,302,229,122,84
"21596","ENSG00000168056",3074,3780,1952,362,1811,6696,576,940,1529,2392,3433,2486,39,236,299,483,1,4686,3313,1757,662,1184,2352,1281,283,6265,4555,2266,2397,1386
"21597","ENSG00000090006",2013,2546,2169,496,330,2238,323,49,1091,2530,2289,2377,44,188,129,23,67,3685,1961,1224,272,1014,2818,822,214,2648,3160,1457,2091,2537
"21598","ENSG00000111321",1631,1404,2703,1193,1358,518,635,458,2497,2595,1107,3676,47,285,193,357,206,2798,1217,4640,0,3163,2429,3086,4471,2603,3318,2245,2249,2642
"21599","ENSG00000213316",0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,5,0,2,0
"21600","ENSG00000012223",9389,1064,410,573,5559,167,1264,2,715,1254,36,446,8,83,45,430,4,885,298,9785,0,594,2208,3414,2911,933,5979,3971,1695,19137
"21601","ENSG00000062524",1587,571,757,112,73,425,25,237,290,589,198,239,5,144,7,0,30,442,438,116,0,184,868,303,67,1620,1277,273,1013,1417
"21602","ENSG00000198862",1020,1039,59,6,4,95,30,0,131,495,360,80,23,27,5,0,0,208,808,831,0,64,1196,1214,357,484,570,515,55,334
"21603","ENSG00000135521",409,363,131,2,9,211,24,0,101,280,146,75,0,0,9,2,1,196,368,390,175,57,456,252,110,170,201,190,55,213
"21604","ENSG00000250219",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"21605","ENSG00000007392",1818,1793,899,248,688,1073,153,60,688,1315,1290,1410,21,5,52,27,0,1199,1189,891,455,892,1892,1228,371,1332,1534,1102,916,1298
"21606","ENSG00000146963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21607","ENSG00000108848",7868,4757,1346,3666,1573,2152,346,1062,1246,3523,3148,1478,329,386,1467,4465,1708,2187,3039,4094,605,1885,4440,4401,1304,2119,3079,2703,1227,1360
"21608","ENSG00000248323",975,591,207,675,386,9,58,59,362,908,72,449,28,64,98,56,40,122,287,358,0,210,383,1173,368,878,1286,688,334,149
"21609","ENSG00000139329",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,2,0,1
"21610","ENSG00000171357",4,3,0,0,0,2,0,1,0,2,5,0,1,0,0,0,1,1,1,1,0,0,2,12,0,0,5,8,4,1
"21611","ENSG00000153714",5,3,0,26,0,3,0,7,0,6,13,0,4,4,1,0,0,0,5,32,0,1,1,5,0,6,0,8,5,0
"21612","ENSG00000169641",2745,1294,435,79,77,252,33,20,313,998,699,261,22,40,34,5,1312,1339,850,510,0,371,1434,1095,216,784,1108,674,585,2411
"21613","ENSG00000187398",0,1,0,1,1,0,0,0,0,2,1,2,0,1,8,0,0,0,1,0,0,2,2,1,0,0,2,0,0,1
"21614","ENSG00000102021",0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"21618","ENSG00000079257",95,106,53,0,65,33,30,0,65,172,37,86,0,0,0,1,1,35,51,262,0,38,103,158,175,54,73,88,52,58
"21619","ENSG00000167656",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,1,4,2,0
"21620","ENSG00000160932",1800,2032,14237,3536,21632,2219,705,290,1977,3535,2922,6554,11,183,143,920,552,7058,8350,5516,730,6921,3471,5348,7100,3019,3452,2298,4334,44619
"21621","ENSG00000240053",296,362,148,40,88,131,56,0,94,277,283,226,0,2,18,0,0,137,211,337,2,164,291,332,133,489,551,203,141,353
"21622","ENSG00000204428",178,239,380,100,97,353,67,0,56,372,126,243,0,0,3,0,0,335,108,205,26,228,138,143,131,280,354,210,210,239
"21623","ENSG00000204421",209,141,206,63,22,34,13,0,68,115,4,6,0,44,11,0,0,103,77,205,0,364,35,145,21,114,106,72,115,63
"21624","ENSG00000244355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"21626","ENSG00000204424",5,23,52,25,141,121,19,0,22,0,16,48,0,18,0,32,0,86,29,31,0,0,11,35,20,13,52,30,12,33
"21627","ENSG00000176956",0,1,0,1,0,0,0,2,0,0,0,0,9,2,1,0,4,1,1,0,0,0,0,0,0,1,0,1,1,0
"21628","ENSG00000160886",3,0,0,0,0,0,1,1,2,10,0,0,1,0,0,0,0,1,3,5,0,0,3,4,0,2,2,12,3,0
"21629","ENSG00000054219",190,267,16,0,26,70,23,1,62,184,74,49,1,18,1,1,0,54,195,412,0,113,284,265,180,116,145,124,71,110
"21630","ENSG00000248672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21631","ENSG00000112799",728,503,800,1634,1044,344,102,0,516,1305,258,839,0,0,2,590,0,677,397,1703,196,1261,669,690,517,144,471,308,542,1262
"21632","ENSG00000216863",4,7,5,1,0,0,1,0,2,11,2,0,0,0,1,0,0,0,12,8,0,2,7,5,11,10,10,9,9,12
"21633","ENSG00000122224",2614,1820,1612,160,267,1280,255,27,657,2682,1806,1009,9,45,32,8,1,3021,1480,1013,296,1245,2155,1068,561,1371,1572,1277,1584,1473
"21634","ENSG00000154589",575,452,421,1595,317,32,122,0,378,528,55,727,0,0,19,4,11,69,355,1516,0,474,385,1092,4630,550,437,293,315,519
"21635","ENSG00000145220",970,999,696,508,332,316,58,23,513,1364,544,608,1,100,114,814,738,697,595,656,127,693,1037,539,274,546,637,427,328,918
"21636","ENSG00000144214",65,81,66,58,16,0,2,0,24,36,15,14,0,0,0,0,1,58,20,22,0,0,38,53,16,54,51,43,17,15
"21637","ENSG00000185674",0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"21638","ENSG00000104903",635,941,918,1477,3132,2390,237,36,1142,1969,1187,3411,15,179,94,367,1178,2663,844,2613,23,2424,1104,1255,596,908,1002,1433,2055,1965
"21639","ENSG00000254087",14463,14966,11655,3708,1247,1619,2550,209,8394,24303,2974,6822,102,195,491,420,343,4565,7810,26237,680,13546,13053,35279,52334,17838,21545,11911,10170,19228
"21640","ENSG00000180155",30,54,25,60,35,55,22,1,99,88,50,68,1,3,9,2,2,131,137,49,1,23,42,60,25,24,50,56,68,6
"21641","ENSG00000150551",1,6,0,1,0,0,1,0,2,40,0,0,0,1,0,0,0,7,2,4,0,1,8,4,8,4,8,4,5,0
"21642","ENSG00000197353",6,76,180,189,74,0,15,0,76,170,19,38,0,44,5,388,0,556,37,18,0,195,7,19,121,5,24,21,103,13
"21643","ENSG00000124466",278,296,25,5,13,643,25,0,29,204,140,84,11,1,9,0,115,408,414,76,369,2,120,156,47,128,253,195,202,349
"21644","ENSG00000273111",2,0,0,1,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,4,0,0,0,2,0,0,0,3
"21645","ENSG00000159871",0,2,1,0,1,0,0,0,0,3,1,0,1,0,0,0,1,1,3,7,1,0,3,1,12,1,1,2,1,6
"21646","ENSG00000187123",0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,2,0,0
"21647","ENSG00000150556",12,6,0,11,0,1,2,3,24,4,0,0,1,4,2,0,1,5,17,15,0,1,5,10,4,6,6,13,2,12
"21648","ENSG00000259823",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"21649","ENSG00000120992",460,451,110,120,15,153,15,0,127,514,202,162,3,0,6,42,307,66,419,763,0,0,540,648,673,300,300,185,113,453
"21653","ENSG00000011009",914,1158,1424,1758,1248,593,410,151,1004,1885,1019,2810,51,23,77,944,174,1905,666,1089,183,2069,997,1156,1578,1506,1859,1089,1897,1721
"21655","ENSG00000143353",166,166,39,23,54,47,12,10,59,149,53,77,0,0,7,0,0,104,121,464,0,121,137,154,136,95,102,119,54,73
"21656","ENSG00000102897",649,396,255,250,142,70,91,1,278,518,135,257,12,2,28,0,0,173,297,609,0,313,401,673,1894,458,412,420,250,342
"21657","ENSG00000083099",254,308,269,475,301,123,30,3,141,425,171,157,0,31,1,11,346,391,281,299,59,110,279,210,213,105,162,146,80,156
"21658","ENSG00000214113",416,328,239,214,200,340,74,37,176,426,196,247,1,2,2,4,4,376,193,448,0,209,226,178,251,215,286,244,245,644
"21660","ENSG00000186687",268,218,121,212,146,57,7,3,78,155,123,119,98,6,8,154,3,129,164,192,9,10,182,134,79,90,78,103,28,25
"21661","ENSG00000232859",80,248,94,57,120,75,36,34,99,183,47,128,7,3,0,0,4,257,141,123,0,301,128,71,98,151,283,129,328,407
"21662","ENSG00000163155",28,33,27,3,12,0,4,3,20,36,9,27,0,2,25,1,0,0,11,44,0,1,34,17,15,9,17,17,7,25
"21663","ENSG00000140280",718,441,712,107,214,69,90,1,235,1581,175,332,7,1,8,1,1,175,471,1512,0,61,523,768,2236,241,214,263,378,663
"21664","ENSG00000176018",969,642,152,6,10,87,7,0,112,437,173,57,0,1,1,0,0,233,634,634,0,2,656,836,270,243,268,270,89,141
"21665","ENSG00000183060",306,244,156,0,2,316,16,1,60,195,198,54,52,1,4,0,0,227,210,122,0,104,161,89,62,148,217,149,49,140
"21666","ENSG00000143669",10948,7701,1156,918,419,645,316,28,1359,6155,2259,1125,18,280,200,381,0,1391,5354,10670,98,1670,10646,20072,4262,6831,7780,5262,1709,4709
"21668","ENSG00000133800",76,42,38,1,16,0,1,1,24,43,6,0,0,0,6,0,3,2,11,228,1,0,72,153,25,75,130,36,22,4
"21669","ENSG00000090382",23578,11756,14312,5878,4732,2938,2501,416,27268,38299,15122,13271,317,494,465,1171,1716,22309,33910,154232,418,39781,33448,43477,12584,13609,23787,26341,14116,35253
"21670","ENSG00000120563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"21671","ENSG00000151033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"21672","ENSG00000157093",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"21673","ENSG00000275722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"21674","ENSG00000162441",292,287,423,122,118,170,40,55,150,341,123,103,83,55,141,1,5,299,302,383,0,36,295,310,247,185,190,153,123,259
"21675","ENSG00000163818",161,190,114,3,0,31,13,16,25,136,81,13,15,8,10,1,2,83,209,249,0,103,187,129,64,71,97,97,30,55
"21676","ENSG00000099949",2528,2411,1833,106,475,1761,368,229,1535,1781,3087,1855,5,80,66,459,1,3825,1762,1791,395,1605,3120,1552,578,2262,3260,1485,1424,1773
"21677","ENSG00000061337",67,22,2,0,4,0,0,3,7,52,24,18,12,3,32,1,0,55,5,11,1,5,25,9,7,41,10,64,195,45
"21678","ENSG00000253733",0,2,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,9
"21679","ENSG00000107816",393,511,410,69,144,655,122,2,262,701,800,660,37,12,27,0,0,882,512,744,0,318,453,277,75,510,623,412,470,494
"21680","ENSG00000088899",584,215,70,0,8,391,37,12,94,130,128,87,8,21,13,3,2,162,306,88,244,86,131,60,39,141,140,154,222,409
"21681","ENSG00000159374",31,11,6,33,0,0,0,0,19,1,3,3,0,0,2,0,0,20,7,53,0,2,19,4,13,11,38,8,13,54
"21682","ENSG00000003056",2337,1778,1408,89,203,444,288,54,1038,3417,1199,742,5,76,34,6,0,2393,1930,3011,341,1875,2662,2237,1140,1141,1421,1277,1051,2151
"21684","ENSG00000180660",0,3,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,6,0,1,1,1,0,0,0,2,1,0
"21685","ENSG00000181541",0,1,1,1,0,1,0,1,0,0,1,0,2,0,1,0,0,2,1,0,1,1,0,0,1,1,0,1,2,1
"21686","ENSG00000173212",28,60,0,0,0,0,0,0,6,30,8,1,0,0,0,0,0,0,15,61,0,0,21,127,14,104,81,28,2,16
"21687","ENSG00000183742",41,21,0,5,7,0,0,1,1,16,8,0,0,1,0,1,0,0,19,14,0,0,19,25,13,6,7,2,0,4
"21688","ENSG00000228598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21689","ENSG00000127603",18397,14417,3149,429,502,1955,302,324,2243,7366,10842,1816,320,840,908,186,156,7276,13425,6389,774,2779,18589,11561,5200,9549,12123,7296,2264,3834
"21690","ENSG00000133315",46,81,36,68,52,27,5,22,36,54,67,173,14,66,5,0,0,106,34,68,0,168,39,17,21,69,58,66,63,91
"21691","ENSG00000172264",64,136,130,81,35,6,15,3,38,91,99,7,1,3,1,97,27,15,89,29,0,1,37,61,19,54,41,41,16,7
"21692","ENSG00000235914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0
"21693","ENSG00000227927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"21694","ENSG00000002822",809,1184,1211,383,787,1025,307,273,1038,1273,1614,2021,10,67,132,293,104,2660,1315,965,8,3409,1333,1019,453,1120,1164,855,851,1235
"21695","ENSG00000164109",112,130,6,3,20,57,8,1,24,115,40,47,1,0,0,1,0,53,115,85,0,2,106,68,57,46,51,47,45,372
"21696","ENSG00000124688",418,633,308,315,227,469,62,0,358,826,248,277,18,14,1,118,0,371,343,620,0,140,530,782,1054,437,511,460,624,1443
"21697","ENSG00000116670",893,724,876,523,456,668,263,271,761,1168,533,778,0,2,27,0,0,1383,386,836,0,1089,695,736,1145,1025,1280,603,739,2921
"21698","ENSG00000099866",61,14,1,114,25,0,0,3,47,3,35,89,64,1,4,10,0,1,12,77,0,1,23,66,3,37,57,62,29,4
"21699","ENSG00000110514",4609,5583,3549,141,785,3116,634,383,1787,4769,2799,1787,184,167,358,347,2,4640,3404,3047,177,1951,3957,3598,1004,3597,4746,3183,3800,13440
"21700","ENSG00000090316",3756,2391,2390,551,321,1506,402,606,1749,2856,2006,2340,388,788,813,184,464,2146,1940,3794,97,1508,2776,5305,1715,4532,5388,2186,1596,1852
"21701","ENSG00000143194",3,3,0,0,1,1,0,0,0,0,0,0,7,2,3,1,0,3,4,0,0,0,1,1,2,2,1,3,0,0
"21702","ENSG00000178573",1528,1170,397,47,100,264,57,106,391,959,959,436,179,91,195,40,63,1466,1020,874,1,360,1412,978,392,760,653,1030,558,2069
"21703","ENSG00000179632",2921,3965,3021,590,1639,2547,603,108,2082,4880,2500,3847,86,232,153,50,9,5374,2254,5052,318,5183,3426,3053,2553,3819,5254,2842,3986,10789
"21704","ENSG00000182759",91,13,3,0,1,3,0,46,0,33,14,3,3,3,29,1,0,8,15,16,0,1,23,32,5,21,17,20,45,18
"21705","ENSG00000204103",5601,3051,1265,321,750,2474,243,392,1540,7773,1824,1312,109,360,986,206,1094,10099,7436,5608,183,1308,7463,8409,1359,1897,5422,2997,4949,8238
"21706","ENSG00000185022",5293,3092,2814,4047,1264,1481,799,294,3758,4127,2631,6699,233,486,876,435,166,2476,2663,1703,490,2268,3996,5287,12897,8817,4676,3722,4724,5458
"21707","ENSG00000197063",2908,2063,3352,2267,1918,2043,749,35,2752,8176,1778,3441,368,203,430,192,367,3004,1783,1779,338,1624,2925,6003,1180,5122,3597,2772,4831,5145
"21709","ENSG00000198517",907,850,622,159,404,416,164,132,565,774,920,1179,37,101,157,12,195,662,998,1030,56,929,732,711,229,636,854,912,1127,560
"21710","ENSG00000105695",4,5,1,0,0,2,1,1,5,0,11,0,68,1,0,0,0,0,1,1,0,1,2,1,1,2,1,1,6,3
"21711","ENSG00000198681",1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"21712","ENSG00000124260",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"21713","ENSG00000185247",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,2,0
"21714","ENSG00000213401",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0
"21716","ENSG00000268606",0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0
"21717","ENSG00000183305",0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,1,3,0,0
"21718","ENSG00000221867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
"21719","ENSG00000147381",0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"21721","ENSG00000197172",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"21723","ENSG00000156009",0,0,0,0,0,0,0,0,0,0,3,0,50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"21725","ENSG00000123584",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0
"21726","ENSG00000267978",0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"21727","ENSG00000214107",0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0
"21728","ENSG00000177689",1,1,0,3,1,1,0,0,8,1,0,1,4,7,6,18,82,1,0,1,1,0,5,2,0,2,0,9,7,0
"21729","ENSG00000189023",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0
"21730","ENSG00000182798",7,2,0,0,0,0,0,1,9,1,3,0,1,2,0,0,1,0,1,9,0,2,5,1,3,4,5,7,2,12
"21731","ENSG00000176774",0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,2,0,3,2,0
"21732","ENSG00000099399",0,0,0,2,0,0,0,0,2,0,1,1,0,1,8,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0
"21733","ENSG00000198798",0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0
"21734","ENSG00000120289",0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"21735","ENSG00000188408",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"21736","ENSG00000176746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0
"21738","ENSG00000155495",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,1
"21739","ENSG00000046774",2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
"21740","ENSG00000165509",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"21741","ENSG00000179222",940,1123,1332,22,122,604,205,18,480,1359,893,377,78,80,21,25,645,1609,648,656,2,886,991,460,370,718,1048,566,809,1816
"21742","ENSG00000102316",2026,1473,2113,341,876,1491,360,0,971,2624,1517,1426,54,31,14,614,0,2180,1232,1650,312,1303,1744,1188,771,1194,1525,946,1313,2619
"21743","ENSG00000154545",20,36,32,1,0,5,12,0,3,12,63,30,0,1,1,0,0,79,6,5,0,1,12,16,7,10,16,16,17,28
"21744","ENSG00000187243",13,35,16,1,2,9,14,2,5,20,55,24,2,3,0,0,1,75,8,4,0,19,16,17,8,8,13,1,12,36
"21745","ENSG00000198934",214,224,119,85,0,270,4,2,53,154,297,54,110,21,12,0,0,257,209,102,0,28,210,110,36,170,282,106,85,94
"21746","ENSG00000186675",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"21747","ENSG00000177383",215,231,273,94,20,63,24,29,138,228,238,201,4,0,3,71,0,592,265,317,9,240,259,177,61,138,199,146,113,109
"21748","ENSG00000187601",320,175,178,42,0,89,21,0,82,263,148,91,0,18,4,1,0,299,147,262,0,17,258,87,89,94,91,102,92,249
"21749","ENSG00000254585",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21750","ENSG00000151276",2,1,1,1,1,3,0,9,3,2,2,3,15,2,13,0,1,5,2,3,0,6,3,3,1,2,4,12,2,1
"21751","ENSG00000240175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1
"21752","ENSG00000272610",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"21753","ENSG00000187391",14,12,2,1,4,1,0,77,7,7,22,24,122,35,73,3,2,9,10,35,0,1,12,8,5,2,5,22,5,2
"21755","ENSG00000226978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21756","ENSG00000234456",48,38,50,1,4,4,2,1,0,66,7,22,3,1,4,3,3,1,18,22,0,0,9,13,19,8,6,49,4,1
"21758","ENSG00000081026",135,74,2,1,30,54,1,3,2,99,56,20,4,3,3,0,2,38,62,35,4,1,81,80,42,30,90,40,26,29
"21759","ENSG00000269313",44,67,88,299,142,68,21,2,83,117,40,179,5,2,2,7,2,208,42,44,0,94,46,54,15,74,124,62,33,42
"21760","ENSG00000162385",666,599,175,448,217,433,49,54,269,598,208,319,3,1,8,135,19,226,584,673,1,189,500,654,618,319,390,449,243,423
"21762","ENSG00000111196",77,78,103,118,33,44,9,0,45,72,72,85,0,0,1,0,0,94,81,131,0,0,117,32,34,64,47,42,19,19
"21763","ENSG00000102158",479,524,246,543,561,40,45,237,196,725,160,279,0,0,6,53,0,248,641,704,0,165,451,591,694,256,278,311,198,423
"21764","ENSG00000111837",236,153,178,91,4,0,14,0,187,278,63,192,0,0,14,85,0,1,186,478,0,239,192,578,317,324,212,142,119,55
"21765","ENSG00000198042",165,303,29,7,8,53,20,13,65,139,65,33,21,8,7,52,0,112,236,123,0,0,194,131,78,92,149,132,41,208
"21766","ENSG00000172005",649,902,648,197,401,1289,184,268,446,1142,470,376,2,0,19,40,224,1295,837,1234,106,361,346,286,330,475,811,647,896,590
"21767","ENSG00000147676",1,5,0,0,1,1,0,4,0,2,1,1,28,4,8,2,1,1,3,6,3,1,0,5,1,3,0,1,1,9
