"","Gene_Symbol","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30"
"4543","ENSG00000153093",10,11,29,5,7,0,0,3,0,14,0,3,1,6,1,0,0,5,4,16,0,3,6,24,8,23,18,10,13,10
"4544","ENSG00000143727",1449,1338,723,236,363,622,131,17,833,1636,1007,507,2,0,36,127,0,1507,859,1070,87,641,1037,832,788,678,987,657,538,2072
"4545","ENSG00000134575",244,368,404,14,201,247,102,4,316,330,489,190,1,49,10,2,1,592,435,544,0,499,409,226,358,293,310,196,220,434
"4546","ENSG00000102575",482,609,825,550,782,1089,202,1,282,966,420,693,0,19,21,504,1,1500,574,1636,86,697,668,375,400,580,794,410,756,1059
"4547","ENSG00000162836",306,375,166,192,27,180,22,2,119,258,180,146,0,0,21,1,0,114,135,224,0,88,301,524,103,382,359,299,166,244
"4551","ENSG00000100312",1,6,1,0,1,0,0,44,0,0,0,0,1,1,0,0,28,1,0,1,0,6,0,2,0,0,1,2,0,1
"4552","ENSG00000111644",618,837,1398,663,1114,2140,129,117,266,1067,343,1206,2,2,25,29,50,1357,905,2236,196,1512,578,827,724,599,1042,1062,673,590
"4554","ENSG00000134940",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"4555","ENSG00000103740",18,34,52,13,11,34,1,5,18,42,18,87,3,11,1,1,0,30,40,59,0,2,9,32,51,16,69,31,13,64
"4556","ENSG00000130377",3,2,0,2,2,1,0,0,2,1,0,3,0,0,1,1,0,1,1,2,0,3,2,0,3,1,1,3,0,1
"4557","ENSG00000167107",604,624,774,118,278,625,132,1,360,1536,450,340,26,47,20,88,1,727,417,662,11,909,665,394,282,603,971,620,540,719
"4558","ENSG00000176715",1541,1484,1616,505,766,1287,425,398,1108,1201,1381,1231,162,202,188,266,2,2815,1376,1101,209,1485,1029,918,527,1740,2188,1079,960,1568
"4559","ENSG00000151726",38199,15260,5543,2559,537,461,1400,165,7134,17696,3279,4486,250,302,776,0,0,1680,6478,30452,489,8827,15552,74903,37055,24677,34369,13498,6403,13397
"4560","ENSG00000123983",1380,1197,215,65,56,313,53,13,242,854,273,289,8,11,31,0,56,246,723,837,0,1,1116,1914,1934,579,765,688,145,282
"4561","ENSG00000068366",1869,1109,374,367,93,146,61,6,412,1766,366,221,0,11,8,1,0,229,887,2999,7,219,1325,4045,4924,950,1322,807,240,635
"4562","ENSG00000197142",1667,2158,953,408,180,534,167,125,623,1910,1052,299,16,1,57,0,10,1428,1367,1592,0,730,2164,1170,1783,1228,1575,866,800,1375
"4563","ENSG00000164398",262,238,112,293,104,79,1,27,45,200,123,20,0,27,5,51,8,133,238,187,0,1,187,135,65,178,213,110,141,325
"4564","ENSG00000166743",15,21,0,0,0,0,1,0,3,0,2,15,0,0,0,0,0,29,21,10,0,0,12,9,40,19,8,2,8,16
"4565","ENSG00000183747",2,0,1,3,0,1,0,0,2,1,0,4,0,0,2,0,1,0,3,0,0,1,1,2,0,0,1,3,0,0
"4566","ENSG00000066813",3,1,0,0,0,2,0,0,0,2,0,0,1,1,0,3,2,2,0,2,0,0,0,4,3,2,4,3,2,2
"4567","ENSG00000005187",130,119,151,0,32,102,17,0,19,230,45,5,1,0,0,44,0,63,63,81,0,2,108,94,90,79,116,56,36,88
"4568","ENSG00000215009",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,1,0
"4569","ENSG00000183549",0,1,0,4,0,2,0,0,1,10,0,2,0,0,0,0,0,5,3,2,5,2,1,4,0,0,0,1,1,4
"4570","ENSG00000154930",2735,3171,2648,341,228,1308,384,138,1040,3263,3059,1046,35,131,51,70,196,4052,1914,2148,219,2874,2950,1654,838,2626,3178,1874,2158,3240
"4571","ENSG00000131069",906,790,764,560,343,690,147,8,673,1367,322,511,1,51,42,199,0,818,720,1719,120,603,925,1302,1599,1069,1324,669,885,1119
"4572","ENSG00000111058",23,32,13,16,2,2,0,0,1,13,5,12,0,3,1,0,0,1,1,31,0,0,15,43,26,21,38,0,7,2
"4573","ENSG00000143632",25,58,26,2,2,80,4,1,6,60,14,7,2,0,15,2,0,67,27,73,0,9,39,15,12,33,53,65,34,85
"4574","ENSG00000107796",192,161,379,179,56,178,51,154,118,275,187,318,10,17,11,0,2,392,240,292,0,490,192,202,825,211,264,132,230,220
"4575","ENSG00000180139",52,40,0,1,2,0,0,0,16,26,16,0,1,0,0,0,0,11,42,6,0,0,44,34,18,29,33,19,13,8
"4576","ENSG00000075624",99885,91418,182889,53083,42748,62571,38957,5345,83343,293745,78615,89869,2889,6659,7352,10777,7989,197506,63895,134024,6408,93923,71605,129614,131036,153333,193643,89279,135516,169116
"4577","ENSG00000169067",3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,0,0,1,2,1,0,2
"4578","ENSG00000229145",14,12,9,1,1,3,1,0,4,12,8,1,1,0,0,0,0,3,6,37,1,9,5,8,11,4,8,15,6,13
"4580","ENSG00000233125",16,8,36,0,2,1,2,0,6,3,10,7,0,0,0,0,0,5,3,19,0,6,16,10,14,5,5,15,8,5
"4582","ENSG00000229001",4,7,2,2,1,1,1,0,3,4,3,1,2,0,7,0,0,3,9,16,0,4,4,2,3,5,3,10,5,6
"4588","ENSG00000159251",11,8,5,1,1,6,0,2,4,8,5,4,1,1,0,0,0,11,3,38,0,7,5,9,10,10,7,12,8,8
"4589","ENSG00000184009",48383,47241,65301,19956,17527,39169,13614,2395,36623,131618,43043,40182,1051,2165,1918,2374,2531,81526,33564,76471,3027,54851,45103,56696,51512,52616,61228,40586,73966,125473
"4593","ENSG00000226642",30,24,32,4,1,13,3,0,27,36,29,9,2,1,4,0,3,41,14,106,0,33,26,20,13,26,29,24,22,44
"4599","ENSG00000163017",4,7,2,1,0,1,0,2,4,25,1,1,1,0,2,1,0,6,5,29,0,3,4,8,4,5,3,37,8,3
"4600","ENSG00000288649",12,21,0,2,15,4,14,22,11,21,52,65,0,0,1,0,0,65,21,34,0,0,22,17,7,36,34,22,2,4
"4601","ENSG00000136518",316,265,167,0,0,92,13,0,66,324,152,35,0,0,1,0,0,181,353,643,1,2,353,256,72,119,155,121,72,150
"4602","ENSG00000077080",0,1,0,1,0,0,0,1,0,2,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,3,0,0
"4603","ENSG00000187003",1,1,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0
"4604","ENSG00000148156",2,4,48,2,0,0,8,0,0,0,15,0,0,1,1,1,0,1,1,7,0,0,3,4,0,6,7,7,4,10
"4605","ENSG00000117148",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
"4606","ENSG00000181786",1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,2,0,1,0,0,0,2,0,0
"4607","ENSG00000072110",14502,12882,13921,2596,2605,7256,2606,627,6981,24720,5042,7369,312,1117,1009,345,630,9196,5173,21197,995,20452,12043,31780,34917,20633,30206,14471,16977,19751
"4609","ENSG00000077522",0,0,0,3,1,15,0,3,0,13,12,0,0,5,7,0,0,12,8,5,0,1,3,7,3,0,1,8,3,4
"4610","ENSG00000248746",26,42,11,7,20,53,5,9,17,25,8,43,0,5,18,2,4,33,15,11,0,2,38,13,9,13,34,18,29,21
"4611","ENSG00000130402",12965,11254,16603,7952,10769,3924,3261,387,10385,20158,7592,18758,711,617,801,2946,2735,17239,8017,14738,1265,31404,12153,15700,13045,15163,19323,12448,13019,22999
"4612","ENSG00000213493",288,175,348,23,60,13,61,2,65,165,198,270,4,5,4,1,0,241,30,71,3,152,151,273,290,245,421,107,110,350
"4614","ENSG00000131966",536,547,221,171,73,139,53,2,264,859,283,203,1,1,0,6,0,260,404,811,0,171,676,758,738,262,328,330,188,385
"4615","ENSG00000138107",2643,2130,2702,2184,1410,933,595,97,1899,4138,1243,2581,8,109,56,431,1,3021,1643,3218,410,3648,2408,3135,2725,1947,2704,1661,1534,4509
"4616","ENSG00000115073",2671,2042,1211,227,196,1716,392,69,1206,2499,1840,1703,6,100,44,0,16,3906,2024,2603,0,939,2968,1448,800,1925,2757,1552,1527,2990
"4617","ENSG00000138071",8038,7614,3312,727,549,888,858,80,3563,10353,3606,2833,40,46,162,289,64,3925,5623,12505,534,3816,8941,17450,15467,5962,7682,5256,2085,4986
"4618","ENSG00000115091",6950,6159,2163,498,491,997,450,60,2804,10843,2111,1842,35,199,260,22,1094,2933,4843,10397,249,4910,6224,12670,11324,4840,4929,5647,2447,2854
"4619","ENSG00000133627",145,165,124,46,15,28,25,1,66,134,109,146,1,0,4,0,7,240,138,102,0,139,139,137,97,94,187,102,51,84
"4620","ENSG00000280263",3,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"4625","ENSG00000106526",44,44,32,15,2,21,0,1,7,42,32,40,0,0,1,0,0,11,28,13,0,2,36,33,60,28,51,22,10,35
"4626","ENSG00000232267",317,204,145,1,2,8,10,0,38,189,93,47,0,0,0,0,7,127,26,55,2,33,121,323,600,218,222,73,45,140
"4628","ENSG00000101442",770,727,219,63,114,422,60,1,227,626,248,298,2,1,20,0,0,391,376,419,0,43,720,387,162,450,449,340,532,902
"4629","ENSG00000075089",157,172,66,28,12,1,7,2,69,195,79,57,1,0,9,0,3,111,201,291,0,1,216,227,88,54,79,109,59,107
"4630","ENSG00000248915",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"4631","ENSG00000113812",518,559,315,8,57,321,61,19,201,712,362,137,66,35,44,0,0,508,507,378,0,662,508,458,200,310,502,310,224,438
"4632","ENSG00000123165",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1
"4633","ENSG00000169717",0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"4634","ENSG00000184378",0,5,0,0,0,0,1,0,2,15,0,8,1,0,0,0,0,1,1,8,0,2,7,10,4,3,28,4,7,0
"4635","ENSG00000115170",585,433,318,1,20,197,46,0,155,299,303,119,2,1,15,0,0,380,373,410,62,273,404,454,245,260,475,302,127,275
"4636","ENSG00000135503",551,492,408,323,147,158,62,351,220,713,316,238,53,30,90,13,3,398,524,759,425,539,476,992,201,443,653,402,349,1387
"4637","ENSG00000123612",147,73,0,0,1,6,3,0,15,13,42,1,2,0,1,0,0,11,68,44,0,1,111,64,20,25,40,43,15,15
"4638","ENSG00000121989",379,231,61,8,12,72,6,0,68,166,44,21,2,0,35,0,1,52,201,167,0,105,187,199,44,76,140,84,38,41
"4639","ENSG00000114739",255,244,35,19,10,38,48,258,42,125,235,5,38,23,39,1,2,120,234,67,1,1,260,111,33,163,219,92,69,107
"4640","ENSG00000229589",9,16,0,1,0,0,0,0,0,11,5,10,0,0,0,2,0,24,3,1,0,0,3,0,0,2,7,5,1,1
"4641","ENSG00000139567",7,8,44,1,28,3,9,0,17,46,8,12,0,1,21,9,0,81,27,82,0,30,20,11,8,16,33,14,28,17
"4642","ENSG00000243989",14,16,1,0,34,1,6,0,0,7,20,25,0,0,0,1,0,75,15,13,0,0,22,4,2,11,41,12,7,14
"4643","ENSG00000132744",14,19,10,22,0,33,3,1,3,38,14,45,0,1,0,143,0,8,22,31,0,1,13,3,23,40,17,10,18,37
"4644","ENSG00000119640",136,119,166,65,32,69,7,0,31,44,81,34,0,1,14,0,0,86,87,65,0,127,77,39,10,46,63,59,25,24
"4645","ENSG00000170634",131,147,107,21,92,70,36,2,95,74,149,209,1,5,28,2,2,103,113,148,0,140,96,119,96,124,115,86,85,102
"4653","ENSG00000196839",788,709,618,224,346,526,120,4,437,954,514,569,8,24,22,2,0,1005,726,455,0,823,831,448,272,548,764,498,643,1811
"4654","ENSG00000164113",1,2,2,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,3,0,0,0
"4655","ENSG00000267511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4656","ENSG00000140955",108,6,1,1,0,1,5,0,0,2,3,1,2,0,3,1,0,11,5,6,0,0,2,10,2,2,2,8,7,5
"4657","ENSG00000168803",96,75,58,36,4,40,10,1,40,72,43,16,0,0,17,1,2,32,83,94,0,479,101,50,34,73,75,60,29,26
"4658","ENSG00000137845",2453,2091,750,210,214,157,128,261,674,2495,886,785,35,234,230,22,1,946,2148,4543,1,754,2576,4470,1865,1618,1768,1447,696,795
"4659","ENSG00000073670",16,22,2,0,2,0,1,14,11,16,23,6,19,17,22,3,0,24,17,19,1,4,11,8,12,21,16,15,19,14
"4660","ENSG00000148848",347,76,52,20,58,1,1,5,28,53,35,2,12,5,0,0,0,92,137,14,0,3,84,60,9,220,81,50,22,36
"4661","ENSG00000143537",1265,1325,1789,265,1092,1197,474,67,1666,2783,1333,1900,3,159,88,27,1,3268,1012,2144,7,2313,2049,1329,566,1246,2738,1278,1782,5530
"4662","ENSG00000151694",1743,1221,595,744,739,346,118,138,521,1477,544,542,48,122,189,1,3,800,921,1357,25,103,1064,2692,882,997,1383,965,404,902
"4663","ENSG00000168619",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"4664","ENSG00000135074",5799,4952,2541,483,324,2382,474,109,1791,7682,2928,2031,209,180,335,280,7,3779,2808,2788,569,3612,2919,8072,1263,5286,9090,4398,2989,3357
"4666","ENSG00000226469",1,1,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,7
"4667","ENSG00000104755",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4668","ENSG00000134007",6,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,5,0,0,6,6,4,3,0,5,1,1
"4669","ENSG00000290783",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,2,1,3,3,0,0,0
"4671","ENSG00000249162",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
"4672","ENSG00000139985",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0
"4673","ENSG00000235812",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4674","ENSG00000008277",167,98,25,0,1,1,9,6,16,21,84,22,0,2,5,1,0,19,72,56,0,1,153,81,30,75,45,37,13,13
"4675","ENSG00000114948",237,170,16,6,0,5,1,59,56,70,35,18,1,2,16,0,0,38,81,21,0,132,58,56,6,37,156,37,32,29
"4676","ENSG00000214607",0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"4677","ENSG00000042980",1184,1028,437,99,49,764,100,0,201,899,590,274,25,1,3,1,0,432,991,647,136,376,998,877,360,645,1428,669,316,536
"4678","ENSG00000168594",1,5,3,10,3,1,0,0,1,2,0,0,0,0,0,0,1,1,1,2,0,3,2,2,3,0,4,3,2,1
"4679","ENSG00000134249",2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,8,0,3,1,0
"4680","ENSG00000197140",2,0,0,0,1,0,0,1,2,3,0,0,1,23,0,0,0,2,0,2,0,2,0,3,2,1,1,1,2,1
"4681","ENSG00000149451",2,6,1,3,0,32,0,1,5,5,3,3,7,1,17,2,0,0,5,1,0,1,6,3,0,12,0,7,3,1
"4682","ENSG00000197475",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0
"4683","ENSG00000260089",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4684","ENSG00000196115",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0
"4685","ENSG00000290844",1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0
"4686","ENSG00000069206",0,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,1
"4687","ENSG00000151651",16646,18036,17066,4932,3662,13253,5035,835,14311,27050,12959,21837,1255,3025,2861,967,4244,17829,12492,30037,992,22623,18580,25864,11242,41265,36907,20007,19691,18074
"4688","ENSG00000168615",628,377,118,82,228,88,6,9,126,393,210,139,39,23,39,21,0,126,380,1121,88,193,451,1229,239,263,499,274,82,350
"4689","ENSG00000134028",13,0,1,0,1,0,1,0,1,90,13,0,0,0,0,0,0,1,0,10,0,1,14,13,1,2,12,8,2,2
"4690","ENSG00000154734",174,44,1,0,2,1,1,0,30,196,100,3,0,14,9,0,0,174,120,29,0,1,264,123,9,15,39,52,40,10
"4691","ENSG00000142303",1023,691,317,157,174,532,54,24,432,686,949,353,64,116,42,7,1,1520,1043,384,49,250,1496,351,66,974,987,637,520,563
"4692","ENSG00000151388",4,5,0,1,0,1,0,0,4,7,0,1,0,1,1,1,0,0,1,3,1,1,4,2,1,5,4,1,12,1
"4693","ENSG00000160323",97,106,75,1,49,46,5,18,27,36,122,120,8,3,4,18,1,36,44,46,0,287,72,21,22,75,74,41,96,79
"4694","ENSG00000138316",11,35,1,0,1,7,0,0,11,0,8,12,1,1,1,1,0,16,27,6,1,0,24,14,3,24,28,19,23,14
"4695","ENSG00000166106",2,3,0,1,14,1,0,8,0,0,1,1,4,137,7,0,0,1,3,3,0,6,1,1,0,3,0,3,6,3
"4696","ENSG00000145536",1,2,1,0,0,3,0,1,0,1,0,1,4,3,4,0,2,0,0,2,1,4,1,3,1,2,0,4,3,0
"4697","ENSG00000140470",143,74,26,4,24,48,0,11,25,73,95,4,2,1,23,1,1,27,71,19,1,19,43,54,20,54,125,62,48,54
"4698","ENSG00000140873",2,2,0,1,1,0,0,4,0,2,2,1,2,6,1,0,0,0,0,1,0,0,0,2,0,3,2,1,1,2
"4699","ENSG00000145808",5,2,0,1,1,0,0,5,2,0,2,1,3,3,5,0,0,0,3,2,0,2,0,1,0,0,1,0,1,4
"4700","ENSG00000249421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4701","ENSG00000087116",36,2,18,4,32,5,0,3,0,1,0,2,2,3,3,0,1,2,0,378,0,2,2,12,0,2,62,4,2,167
"4702","ENSG00000173157",0,3,1,0,0,0,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,2,0,1,1,2,1,0,1,1
"4703","ENSG00000156140",0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,2,0,0,0,0,6,1,2,0,0,0,1
"4704","ENSG00000158859",27,26,5,40,31,53,5,1,36,78,19,55,0,1,0,7,26,48,50,22,3,0,31,15,8,72,39,35,20,37
"4705","ENSG00000154736",13,11,0,0,0,1,0,0,2,18,10,0,2,0,0,0,0,5,9,44,0,2,32,25,2,7,24,3,14,4
"4706","ENSG00000049192",34,53,0,40,17,24,1,18,12,27,67,22,0,6,23,7,1,44,27,22,0,5,81,52,19,43,66,21,7,16
"4707","ENSG00000136378",8,0,14,0,27,28,0,11,0,2,0,0,2,0,5,0,0,1,2,13,1,0,0,5,1,5,5,7,2,1
"4708","ENSG00000134917",0,2,1,0,0,1,1,3,1,0,1,1,12,4,5,0,0,0,2,3,0,1,0,1,0,0,0,4,1,1
"4709","ENSG00000163638",4,1,0,3,5,1,0,14,0,0,1,1,4,5,9,1,1,2,4,5,0,5,0,8,4,1,0,14,4,1
"4710","ENSG00000241158",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0
"4711","ENSG00000241684",2,3,1,11,27,4,0,0,7,5,0,1,1,4,3,7,2,1,0,4,0,1,0,2,3,0,0,5,2,2
"4712","ENSG00000178031",4,4,1,1,1,2,0,1,2,2,0,1,1,3,5,1,1,5,0,2,7,6,1,3,2,3,2,10,1,6
"4713","ENSG00000197859",10,19,0,0,0,13,0,67,1,1,22,14,1,3,2,0,0,21,4,11,1,6,7,1,2,5,11,4,1,2
"4714","ENSG00000156218",2,1,1,1,0,0,0,3,2,0,0,0,1,1,0,0,0,0,2,2,0,2,4,2,2,4,0,3,1,1
"4715","ENSG00000143382",869,758,1179,484,227,262,258,1,1303,1508,842,1378,1,121,117,2,0,1824,1149,2019,4,1183,1643,1665,1145,2002,2532,1295,1624,610
"4716","ENSG00000143384",202,240,301,365,237,59,40,0,129,165,82,307,11,279,306,0,0,76,151,164,0,105,77,214,386,302,250,187,264,163
"4717","ENSG00000185761",58,62,5,0,2,17,4,110,26,29,127,21,3,8,9,0,0,85,134,58,0,108,70,50,10,48,74,62,46,51
"4718","ENSG00000105963",317,291,455,458,402,240,109,84,455,412,538,1629,47,72,98,132,2,815,535,1062,43,809,569,935,187,632,676,694,530,261
"4719","ENSG00000184060",416,195,535,37,171,282,77,2,265,724,201,282,1,44,18,280,1,533,350,790,1,370,373,433,222,160,447,165,290,497
"4720","ENSG00000160710",19084,18555,14425,4186,3549,3925,2058,458,7397,19750,8429,7630,252,1032,1309,556,153,9415,12390,15816,405,9725,14324,36389,40370,19673,19011,12285,10455,24893
"4721","ENSG00000197381",2369,1858,1213,101,58,1145,207,35,403,1573,1636,562,21,88,50,32,335,1817,1306,775,1,348,1106,1221,337,1341,1795,928,908,920
"4722","ENSG00000185736",85,298,1,23,20,3,44,162,90,321,142,495,18,7,48,64,162,85,2,332,1,1,24,162,133,409,139,272,173,48
"4723","ENSG00000205696",0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4724","ENSG00000065457",1006,1048,738,4033,1868,531,96,25,350,1085,376,406,7,343,45,524,1128,760,571,429,0,351,352,571,658,769,801,573,379,859
"4725","ENSG00000189007",419,400,4,1,39,251,11,1,85,188,169,46,1,13,0,0,0,130,316,230,4,3,453,247,56,213,222,176,60,145
"4726","ENSG00000213638",4,15,2,0,78,31,12,8,29,24,50,84,3,4,12,0,0,37,42,70,0,0,39,19,3,19,19,23,40,6
"4728","ENSG00000063761",291,224,394,41,56,103,29,1,120,438,204,185,63,0,9,104,168,197,194,173,0,1,287,143,89,346,290,218,169,175
"4729","ENSG00000133597",562,502,454,57,122,245,98,7,255,675,507,233,11,1,35,0,0,1324,290,471,186,321,452,288,164,308,432,345,453,528
"4732","ENSG00000173137",293,303,219,26,111,630,34,0,175,188,367,395,0,101,11,0,0,513,225,292,0,41,380,155,76,356,334,216,194,257
"4733","ENSG00000164742",4,16,3,2,3,2,0,0,3,5,1,1,1,2,4,0,1,2,5,10,0,3,3,2,3,5,5,7,3,3
"4734","ENSG00000143199",22,20,0,2,0,0,0,1,8,3,1,6,0,0,0,0,0,8,6,14,0,0,7,22,4,20,36,13,14,19
"4735","ENSG00000290554",950,492,162,0,57,214,34,1,120,462,216,120,0,1,12,0,0,131,285,289,0,1,493,952,398,501,556,327,150,224
"4736","ENSG00000078295",14,2,3,4,8,7,0,7,6,0,0,6,8,75,9,4,9,6,1,13,3,2,5,5,6,8,3,10,7,5
"4737","ENSG00000138031",782,804,582,3,10,404,47,1,262,720,567,167,2,31,22,14,1,1027,579,558,203,371,447,552,150,535,1238,486,661,1534
"4738","ENSG00000129467",573,481,345,95,269,70,110,6,285,464,386,425,4,117,24,104,111,412,296,372,88,482,428,727,202,1039,1141,510,430,671
"4739","ENSG00000173175",4,4,1,2,2,2,1,13,5,6,6,2,49,11,25,1,0,2,2,8,0,6,2,6,2,2,4,8,5,6
"4740","ENSG00000174233",25,18,2,0,1,25,0,5,11,8,32,68,12,7,6,0,2,70,20,51,0,2,11,59,4,10,44,21,19,32
"4741","ENSG00000121281",8323,11174,5162,218,362,2272,784,1477,3338,8553,8981,3548,235,913,404,851,12,8798,9019,9018,460,5637,9846,10516,2913,9622,11113,6918,3635,3424
"4742","ENSG00000155897",0,0,0,2,2,1,0,1,1,0,2,1,3,1,0,1,1,1,0,2,0,6,0,3,2,1,1,4,1,1
"4743","ENSG00000162104",796,807,643,20,55,325,54,119,402,817,884,384,12,129,125,15,10,1120,700,630,341,713,896,406,99,940,1105,637,667,391
"4744","ENSG00000141433",1,0,1,1,1,0,0,1,1,0,2,1,2,1,2,0,0,0,3,0,0,0,1,1,0,1,0,1,1,1
"4745","ENSG00000078549",3,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,5,3,3,5,4,0,1,2,0,1,2,3,1
"4746","ENSG00000087274",9246,9932,8183,1014,1365,4863,1436,319,5592,12753,6996,5934,540,541,364,714,1,13680,6482,8047,955,9914,8670,9940,6212,10210,13033,7384,6908,10531
"4747","ENSG00000075340",220,151,201,17,34,171,38,3,56,116,308,56,4,6,15,1,2,334,105,157,210,106,107,155,61,175,223,94,106,115
"4748","ENSG00000148700",6453,5809,955,228,263,836,136,226,783,4893,2485,576,67,36,168,69,9,2033,5567,6690,179,967,7306,8147,1833,2484,3689,3188,1074,1676
"4749","ENSG00000118492",1,1,0,3,1,0,0,0,0,0,0,2,1,0,3,0,1,0,0,5,0,3,2,2,1,0,4,1,1,1
"4750","ENSG00000187758",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"4751","ENSG00000196616",1,1,0,4,1,2,0,0,3,1,0,1,0,1,0,0,2,1,0,2,0,0,1,0,0,0,1,2,0,1
"4752","ENSG00000248144",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,2
"4753","ENSG00000198099",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"4754","ENSG00000197894",824,888,541,77,157,341,64,11,406,1412,395,200,8,3,7,3,2,726,708,928,2,432,828,781,312,369,551,381,352,1436
"4755","ENSG00000232676",4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,5,1,1,3,0,1,0,5
"4756","ENSG00000223694",3,0,0,0,0,0,0,2,1,1,4,0,0,1,0,1,0,1,2,6,0,0,4,4,0,1,0,0,2,3
"4758","ENSG00000172955",2,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"4759","ENSG00000196344",0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4760","ENSG00000147576",259,499,28,1,18,43,28,0,128,161,216,45,8,0,0,0,1,73,431,200,0,0,664,290,59,255,368,230,80,298
"4761","ENSG00000182551",1079,1050,1238,248,285,562,149,7,445,1327,407,723,0,1,28,1,51,714,742,1478,12,1244,939,1033,738,503,749,924,671,1438
"4762","ENSG00000182035",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"4763","ENSG00000181092",4,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,3,0,0,0,1,0,0
"4764","ENSG00000226482",0,2,1,3,4,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,2,0,0,0,2,1,2,0,0
